20060102 00:00,570000,570000,570000,570000,0
20060103 00:00,570000,590000,570000,590000,13296000
20060104 00:00,590000,590000,580000,590000,8838800
20060105 00:00,590000,590000,580000,580000,8634800
20060106 00:00,590000,600000,590000,590000,9609000
20060109 00:00,590000,600000,590000,590000,6442300
20060110 00:00,590000,590000,590000,590000,6969300
20060111 00:00,590000,600000,590000,600000,6451300
20060112 00:00,600000,610000,600000,600000,7535200
20060113 00:00,600000,610000,600000,600000,5867800
20060116 00:00,600000,600000,600000,600000,0
20060117 00:00,610000,620000,610000,620000,8751800
20060118 00:00,620000,620000,600000,610000,9085900
20060119 00:00,600000,620000,600000,620000,7878900
20060120 00:00,620000,620000,610000,610000,11191000
20060123 00:00,610000,620000,610000,620000,8962800
20060124 00:00,620000,630000,620000,620000,8400100
20060125 00:00,620000,630000,610000,610000,12446900
20060126 00:00,620000,620000,600000,600000,14424900
20060127 00:00,600000,610000,600000,600000,16687800
20060130 00:00,610000,610000,600000,610000,12625000
20060131 00:00,600000,610000,590000,590000,15267700
20060201 00:00,590000,600000,590000,590000,11126400
20060202 00:00,590000,590000,580000,590000,9142700
20060203 00:00,580000,590000,570000,580000,11274800
20060206 00:00,580000,590000,580000,590000,9909400
20060207 00:00,590000,590000,580000,580000,9928400
20060208 00:00,580000,580000,570000,580000,9928100
20060209 00:00,580000,590000,570000,570000,11168100
20060210 00:00,570000,580000,560000,570000,12130600
20060213 00:00,570000,580000,560000,570000,8094100
20060214 00:00,560000,560000,550000,560000,12427100
20060215 00:00,560000,560000,560000,560000,11942200
20060216 00:00,560000,570000,560000,560000,10607500
20060217 00:00,570000,570000,560000,570000,10893000
20060220 00:00,570000,570000,570000,570000,0
20060221 00:00,580000,580000,570000,580000,9605400
20060222 00:00,580000,580000,570000,570000,7623500
20060223 00:00,570000,580000,570000,570000,9233200
20060224 00:00,580000,580000,570000,580000,8459600
20060227 00:00,580000,580000,570000,570000,6207300
20060228 00:00,570000,570000,560000,560000,8858500
20060301 00:00,570000,570000,570000,570000,7391900
20060302 00:00,570000,580000,570000,570000,10057300
20060303 00:00,570000,570000,570000,570000,9623400
20060306 00:00,570000,570000,560000,560000,9701800
20060307 00:00,560000,560000,550000,550000,10783100
20060308 00:00,550000,560000,540000,550000,14190500
20060309 00:00,550000,560000,540000,540000,11726300
20060310 00:00,540000,550000,540000,540000,11114400
20060313 00:00,550000,550000,540000,550000,10586000
20060314 00:00,550000,560000,550000,560000,10132300
20060315 00:00,570000,570000,560000,570000,8741100
20060316 00:00,570000,580000,560000,580000,11253100
20060317 00:00,580000,580000,570000,570000,9385900
20060320 00:00,570000,570000,570000,570000,6877200
20060321 00:00,570000,570000,560000,570000,6231400
20060322 00:00,560000,570000,560000,560000,6398400
20060323 00:00,570000,570000,560000,570000,7381200
20060324 00:00,570000,580000,570000,580000,9541000
20060327 00:00,580000,580000,570000,580000,7296100
20060328 00:00,580000,590000,580000,580000,8750700
20060329 00:00,580000,590000,580000,590000,7442600
20060330 00:00,590000,590000,580000,590000,6751400
20060331 00:00,580000,580000,580000,580000,7363200
20060403 00:00,580000,590000,580000,580000,6919600
20060404 00:00,580000,590000,580000,590000,5795900
20060405 00:00,590000,600000,590000,600000,6870600
20060406 00:00,600000,600000,590000,590000,5212100
20060407 00:00,600000,600000,580000,590000,6897400
20060410 00:00,590000,600000,590000,600000,7345300
20060411 00:00,600000,610000,590000,590000,7476800
20060412 00:00,590000,600000,580000,590000,7137600
20060413 00:00,580000,590000,580000,590000,5250200
20060414 00:00,590000,590000,590000,590000,0
20060417 00:00,590000,590000,590000,590000,5122000
20060418 00:00,600000,610000,600000,610000,9218100
20060419 00:00,600000,610000,600000,610000,8224200
20060420 00:00,610000,610000,590000,600000,8976100
20060421 00:00,600000,620000,600000,610000,10951300
20060424 00:00,620000,620000,610000,610000,11450900
20060425 00:00,610000,620000,600000,600000,9434400
20060426 00:00,600000,620000,600000,600000,11277900
20060427 00:00,600000,610000,590000,600000,9758700
20060428 00:00,610000,610000,600000,610000,8887700
20060501 00:00,620000,620000,610000,610000,7226000
20060502 00:00,620000,630000,610000,630000,8405100
20060503 00:00,630000,630000,610000,620000,8684300
20060504 00:00,620000,620000,610000,620000,9835400
20060505 00:00,620000,630000,620000,620000,8667800
20060508 00:00,620000,620000,610000,620000,6501300
20060509 00:00,620000,630000,620000,630000,15202800
20060510 00:00,630000,630000,620000,630000,10326500
20060511 00:00,630000,640000,630000,630000,12983400
20060512 00:00,630000,630000,610000,610000,12275500
20060515 00:00,600000,620000,600000,610000,12018900
20060516 00:00,610000,620000,600000,610000,9441700
20060517 00:00,600000,610000,580000,590000,11008500
20060518 00:00,590000,600000,590000,590000,8823700
20060519 00:00,590000,590000,570000,580000,11407100
20060522 00:00,580000,590000,570000,580000,10440200
20060523 00:00,590000,600000,580000,580000,8500600
20060524 00:00,580000,590000,570000,580000,13293100
20060525 00:00,580000,600000,580000,590000,11080900
20060526 00:00,600000,600000,590000,600000,5325600
20060529 00:00,600000,600000,600000,600000,0
20060530 00:00,600000,600000,580000,580000,7821800
20060531 00:00,580000,600000,580000,600000,12304300
20060601 00:00,600000,600000,590000,600000,11501600
20060602 00:00,600000,610000,600000,610000,11399900
20060605 00:00,610000,610000,590000,590000,8725200
20060606 00:00,590000,600000,590000,590000,10554600
20060607 00:00,590000,600000,570000,570000,13808000
20060608 00:00,570000,580000,550000,580000,15265900
20060609 00:00,580000,580000,570000,580000,12866200
20060612 00:00,580000,580000,570000,580000,10809600
20060613 00:00,580000,580000,570000,570000,14725500
20060614 00:00,570000,580000,570000,580000,9987700
20060615 00:00,580000,600000,580000,590000,11799900
20060616 00:00,590000,590000,580000,590000,12494600
20060619 00:00,590000,590000,570000,580000,8142700
20060620 00:00,580000,580000,570000,580000,7998700
20060621 00:00,580000,590000,570000,580000,8020200
20060622 00:00,580000,590000,580000,590000,6292100
20060623 00:00,590000,590000,590000,590000,6558900
20060626 00:00,590000,600000,590000,600000,5870000
20060627 00:00,600000,610000,600000,600000,7787700
20060628 00:00,600000,610000,600000,610000,8304300
20060629 00:00,620000,630000,620000,620000,9987700
20060630 00:00,620000,630000,620000,620000,8393100
20060703 00:00,620000,630000,620000,630000,3133200
20060704 00:00,630000,630000,630000,630000,0
20060705 00:00,630000,640000,630000,640000,9896200
20060706 00:00,640000,650000,640000,640000,8434500
20060707 00:00,640000,650000,630000,640000,8959200
20060710 00:00,640000,650000,630000,640000,6306400
20060711 00:00,650000,660000,650000,650000,8775700
20060712 00:00,660000,660000,650000,650000,9700200
20060713 00:00,650000,660000,650000,650000,10201800
20060714 00:00,650000,670000,650000,660000,14930500
20060717 00:00,660000,660000,650000,650000,10741700
20060718 00:00,650000,660000,650000,660000,8680000
20060719 00:00,660000,660000,650000,660000,9966300
20060720 00:00,660000,660000,650000,650000,8367300
20060721 00:00,660000,660000,640000,640000,10088000
20060724 00:00,650000,670000,650000,660000,8368500
20060725 00:00,660000,670000,660000,670000,8346700
20060726 00:00,670000,680000,670000,680000,8369300
20060727 00:00,680000,680000,680000,680000,9266900
20060728 00:00,660000,660000,650000,660000,15342700
20060731 00:00,660000,660000,650000,660000,9161400
20060801 00:00,660000,660000,650000,660000,7238700
20060802 00:00,670000,670000,660000,660000,10039500
20060803 00:00,660000,660000,660000,660000,10382200
